audit_design_id,audit_evidence_rate,mean_ambiguity_discrepancy_correlation,mean_included_pairwise_discrepancy,mean_excluded_pairwise_discrepancy,mean_selection_pairwise_discrepancy_difference,mean_route_label_audit_mask_correlation,ambiguity_decile,mean_ambiguity,mean_true_unit_pairwise_discrepancy,monte_carlo_replications,run_id,run_tier,paper_result,experiment_id,module_id,analysis_tier,code_commit,config_hash,source_code_hash,calibration_hash,result_schema,seed_or_replication
ambiguity_decile_population,,,,,,,1.0,0.20550250396165842,0.005427801944447387,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
ambiguity_decile_population,,,,,,,2.0,0.2382929998930393,0.006139875853872418,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
ambiguity_decile_population,,,,,,,3.0,0.26296137653398544,0.006758381239862254,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
ambiguity_decile_population,,,,,,,4.0,0.28256359194317393,0.0064989919377796265,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
ambiguity_decile_population,,,,,,,5.0,0.2994130717332775,0.006931064642712321,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
ambiguity_decile_population,,,,,,,6.0,0.31191705155236754,0.006346048229122432,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
ambiguity_decile_population,,,,,,,7.0,0.32223346858594204,0.006991823206295089,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
ambiguity_decile_population,,,,,,,8.0,0.3417520143035927,0.014049211142328625,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
ambiguity_decile_population,,,,,,,9.0,0.39739547419384963,0.06770349324521398,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
ambiguity_decile_population,,,,,,,10.0,0.5809792063196099,0.06635940351333584,1000.0,full_20260817T071019Z_7d7146b7,full,False,exp4_controlled_route_audit,module_b_audit_reliability,diagnostic,23199c4827c06f76d1d9a7a4fc39e56e21eb26b8,969661f6374bc82caef3a93573f0cca950b808a0fda426e1d0b4236cd98b5377,09ee24069d13022c183bf11e1a77a50f199e568d0470a58060967b45016a0964,8176e473628088778162119d7b32a639e778f5e5b2b4885a2d7310c2dc103a97,exp4_controlled_route_audit_v3,aggregate
